CMPD_CHEMBLID,CANONICAL_SMILES,STANDARD_VALUE
CHEMBL179508,CC(C)C[C@]1(C[C@@H]([C@@H](N1C(=O)c2ccc(cc2)C(F)(F)F)c3occc3)C(=O)O)C(=O)O,800
CHEMBL25773,OC(=O)[C@H](Cc1ccccc1)N(Cc2cccc(c2)C#N)C(=O)c3ccc(Cl)cc3Cl,800
CHEMBL383513,OC(=O)c1ccc2c(c1)nc(c3ccc(OCCCc4ccccc4)cc3)n2C5CCCCC5,800
CHEMBL202032,COc1cccc(c1)S(=O)(=O)NN2C(O)\C(=C\c3ccc(Cl)c(Cl)c3)\SC2=S,800
CHEMBL195149,CONC(=O)\C(=C\c1ccc(Oc2ccccc2Br)cc1)\NC(=O)c3ccccc3,800
CHEMBL206569,OC(=O)c1nc(nc(O)c1O)c2sccc2NC(=O)c3ccccc3,800
CHEMBL202079,COCCN1C(=O)C(=C(O)c2ccccc12)C3=NS(=O)(=O)c4ccccc4N3,819
CHEMBL426088,OC(=O)\C(=C\c1ccc(Oc2ccccc2Br)cc1)\NC(=O)Cc3ccc(Br)cc3,820
CHEMBL387310,Cc1c(c2ccccn2)n(C3CCCCC3)c4ccc(cc14)C(=O)O,820
CHEMBL194448,OC(=O)CCCC(=O)N\C(=C/c1ccc(Oc2ccccc2I)cc1)\C(=O)O,830
CHEMBL193835,OC(=O)\C(=C\c1ccc(Oc2ccccc2Br)cc1)\NC(=O)CC3CCCC3,850
CHEMBL215736,COc1ccc(CCC2(CC(=O)CC(=O)O2)C3CCCC3)cc1F,890
CHEMBL202264,O=C1N(NS(=O)(=O)c2ccccc2)C(=S)S/C/1=C\c3ccc(cc3)C#N,900
CHEMBL183364,COc1ccc2c(cccc2c1C(F)(F)F)C(=O)N(CC(=O)O)CC(=O)O,900
CHEMBL413358,CC(C)C[C@]1(C[C@@H]([C@@H](N1C(=O)c2ccc(cc2)C(F)(F)F)c3ccc(Cl)cc3)C(=O)O)C(=O)O,900
CHEMBL369958,CCOC(=O)c1c2CCCCc2sc1NC(=O)NS(=O)(=O)c3cccc(C)c3,900
CHEMBL382327,CCOC(=O)c1c2CCCCc2sc1NC(=O)NS(=O)(=O)c3ccccc3C,900
CHEMBL361657,COc1ccc2c(C(=O)NC(CC(=O)O)C(=O)O)c(Br)ccc2c1C(F)(F)F,910
CHEMBL363846,CN(C)Cc1ccc(cc1)c2c(C3CCCCC3)c4ccc(cc4n2CC(=O)N(C)C)C(=O)O,920
CHEMBL384679,OC(=O)c1ccc2c(c1)nc(c3ccc(OCc4ccccc4c5ccccc5)cc3C(F)(F)F)n2C6CCCCC6,930
CHEMBL427171,OC(=O)\C(=C\c1ccc(Oc2ccccc2Br)cc1)\NC(=O)Cc3ccc(Cl)cc3,940
CHEMBL372359,OC(=O)C(=O)\C=C(/O)\c1cccc(OCc2ccsc2C(=O)O)c1,950
CHEMBL439333,CC(C)CCN1C(=O)C(=C(O)c2cc(NC(=O)C3CCCC3)ccc12)C4=NS(=O)(=O)c5ccccc5N4,973
CHEMBL206624,OC(=O)c1ccc2c(c1)nc(c3ccc(OCC(c4ccccc4)c5ccccc5)cc3)n2C6CCCCC6,980
CHEMBL26052,OC(=O)[C@H](Cc1ccccc1)N(Cc2cccc(Br)c2)C(=O)c3ccc(Cl)cc3,11000
CHEMBL425915,OC(=O)\C(=C\c1cccc(n1)c2ccccc2Cl)\NC(=O)c3ccccc3,11000
CHEMBL381166,Cc1ccc(C#N)c2c3CCC(CC=C)(C(=O)O)c3[nH]c12,11000
CHEMBL283833,OC(=O)[C@H](Cc1ccccc1)N(Cc2cccnc2)C(=O)c3ccc(Cl)cc3Cl,11000
CHEMBL366966,OC(=O)C(=O)CC(=O)c1cccc(NC(=O)c2ccccc2)c1,11000
CHEMBL372777,Clc1ccc(CC2SC(=S)N(NS(=O)(=O)c3ccccc3)C2=O)cc1Cl,11000
CHEMBL213078,COc1ccc(cc1)c2nc3cc(ccc3n2C4CCCCC4)C(=O)O,11200
CHEMBL83762,COC(=O)N(CC(=O)O)C(=O)c1c(OC)ccc2c(c(OC)ccc12)C(F)(F)F,11300
CHEMBL361428,CC(C)C[C@]1(C[C@@H]([C@@H](N1C(=O)c2ccccc2)c3cccs3)C(=O)O)C(=O)O,11400
CHEMBL203738,OC(=O)c1nc(nc(O)c1O)c2cc3ccccc3s2,11600
CHEMBL193596,Oc1ccc(NC(=O)\C(=C\c2ccc(Oc3ccccc3Br)cc2)\NC(=O)c4ccccc4)cc1,12000
CHEMBL370131,Cc1cccc(c1)\C(=C\C(=O)C(=O)O)\O,12000
CHEMBL173638,COc1ccc(cc1OC)[C@H](C)NC(=O)c2ccc3c(c2)nc(c4ccccn4)n3C5CCCCC5,12000
CHEMBL371388,OC(=O)\C(=C\c1oc(cc1)c2ccc(F)cc2)\NC(=O)c3ccccc3,12000
CHEMBL180457,OC(=O)[C@H]1C[C@H](N(C1)C(=O)c2ccc(Cl)c(Cl)c2)C(=O)O,12000
CHEMBL178076,COc1ccc(CCNC(=O)c2ccc3c(c2)nc(c4ccccn4)n3C5CCCCC5)cc1OC,12000
CHEMBL368626,OC(=O)c1ccc2c(c1)nc(c3ccccn3)n2C4CCCC4,12000
CHEMBL177302,CN(C)CCCNC(=O)COc1ccc(cc1)c2nc3cc(ccc3n2C4CCCCC4)C(=O)O,13000
CHEMBL183402,Fc1ccc(cc1)c2nc3ncnc(NCCc4ccccc4)c3nc2c5ccc(F)cc5,13000
CHEMBL425017,OC(=O)\C(=C\c1oc(cc1)c2ccc(cc2)C(F)(F)F)\NC(=O)c3ccccc3,13000
CHEMBL194466,OC(=O)C(=O)\C=C(/O)\c1cccn1Cc2ccc3ccccc3c2,13000
CHEMBL370124,OC(=O)C(=O)\C=C(/O)\c1cccn1CCCCC#N,13000
CHEMBL199195,OC(=O)C(=O)\C=C(/O)\c1cccn1Cc2ccc(O)cc2,13000
CHEMBL181724,OC(=O)c1cnc(s1)N(C2CCSCC2)C(=O)c3ccc(Oc4ccccc4)cc3,13000
CHEMBL371601,OC(=O)\C(=C\c1ccc(Oc2ccccc2Br)cc1)\NC(=O)CCC3CCCCC3,13000
CHEMBL174542,CC1CCCCC1n2c(nc3cc(ccc23)C(=O)O)c4ccccn4,13000
CHEMBL180404,CCC(CC)N1C(=O)C(=C(O)c2cccnc12)C3=NS(=O)(=O)c4ccccc4N3,13200
CHEMBL206290,OC(=O)c1nc(nc(O)c1O)c2cc(NC(=O)c3cccs3)cs2,13800
CHEMBL384794,OC(=O)c1cc2c(nc(c3ccccc3)n2C4CCCCC4)s1,13800
CHEMBL264034,COc1ccc(CCNC(=O)c2ccc3c(c2)nc(c4ccc(OCC(=O)NCCCN(C)C)cc4)n3C5CCCCC5)cc1OC,14000
CHEMBL424014,Cc1cc(c(C)cc1Cl)S(=O)(=O)Nc2cc(sc2C(=O)N)c3ccccc3,14000
CHEMBL192112,Nc1ccc(Oc2ccc(\C=C(/NC(=O)CCC3CCCC3)\C(=O)O)cc2)c(c1)C(F)(F)F,14000
CHEMBL197897,Cc1oc(C)c(c1)\C(=C\C(=O)C(=O)O)\O,14000
CHEMBL383278,OC(=O)C1(CC=C)CCc2c1[nH]c3c(F)ccc(C#N)c23,14500
CHEMBL192409,OC(=O)\C(=C\c1ccc(Oc2ccc(F)cc2Br)cc1)\NC(=O)CCC3CCCC3,15000
CHEMBL195300,Oc1ccccc1NC(=O)\C(=C\c2ccc(Oc3ccccc3Br)cc2)\NC(=O)c4ccccc4,15000
CHEMBL191813,COc1ccccc1Oc2ccc(\C=C(/NC(=O)c3ccccc3)\C(=O)O)cc2,15000
CHEMBL208024,CCCC1(CCCc2c1[nH]c3c(C)ccc(C#N)c23)C(=O)O,15000
CHEMBL187480,OC(=O)c1sc(cc1NS(=O)(=O)c2ccc(cn2)C(F)(F)F)c3ccccc3,15000
CHEMBL182786,Oc1ncnc2nc(c3ccccc3)c(nc12)c4ccccc4,15000
CHEMBL197761,O=C1N(NS(=O)(=O)c2ccccc2)C(=S)S/C/1=C\c3ccc4OCOc4c3,15000
CHEMBL197649,O=C1N(NS(=O)(=O)c2ccccc2)C(=S)S/C/1=C\c3cccnc3,15000
CHEMBL181754,OC(=O)c1cnc(s1)N(C2CCCCC2)C(=O)c3ccc(OCc4ccccn4)cc3,15000
CHEMBL280721,OC(=O)[C@H](Cc1ccccc1)N(Cc2cccc(Br)c2)C(=O)c3ccccc3Cl,15000
CHEMBL84152,COC(=O)N(CC(=O)O)C(=O)c1c(F)ccc2c(c(OC)ccc12)C(F)(F)F,15200
CHEMBL198366,COc1ccc(Cn2cccc2\C=C\C(=C\C(=O)C(=O)O)\O)cc1,16000
CHEMBL198879,Cn1cc(cc1\C=C\C(=C\C(=O)C(=O)O)\O)C(=O)c2ccc(F)cc2,16000
CHEMBL206052,OC(=O)c1nc(nc(O)c1O)c2ccc(s2)[N+](=O)[O-],16000
CHEMBL175533,OC(=O)C(=O)CC(=O)c1cccc(NS(=O)(=O)c2ccccc2)c1,16000
CHEMBL202068,NN1C(=S)S\C(=C/c2ccc(Cl)cc2)\C1=O,16000
CHEMBL183179,CCNc1ncnc2nc(c3ccccc3)c(nc12)c4ccccc4,16000
CHEMBL200356,CCC1(CC(=O)O)OCCc2c1oc3c(Cl)ccc(Cl)c23,16300
CHEMBL367740,OC(=O)C(=O)CC(=O)c1cccc(NCc2ccccc2)c1,16700
CHEMBL371719,OC(=O)C(=O)\C=C(/O)\c1cccc(NCc2ccccc2)c1,17000
CHEMBL174836,OC(=O)c1ccc2c(c1)nc(c3ccncc3)n2C4CCCCC4,17000
CHEMBL195772,OC(=O)\C(=C\c1ccc(Oc2ccccc2)cc1)\NC(=O)c3ccccc3,17000
CHEMBL378495,OC(=O)c1cc2nc(c3ccccc3)n(C4CCCCC4)c2s1,17200
CHEMBL200963,CC1(CC(=O)O)OCCc2c1sc3c(Cl)ccc(Cl)c23,17600
CHEMBL197626,O\C(=C/C(=O)C(=O)O)\C=C\c1cccn1Cc2cccc(F)c2,18000
CHEMBL109516,OC(=O)C1=CC(=O)C(=C(O1)C(=O)O)O,18000
CHEMBL372525,O\C(=C/C(=O)C(=O)O)\C=C\c1c[nH]c2ccc(Cl)cc12,18000
CHEMBL360224,CC(C)C[C@]1(C[C@@H]([C@H](N1C(=O)c2ccc(cc2)C(F)(F)F)c3cccs3)C(=O)O)C(=O)O,18000
CHEMBL199153,OC(=O)C(=O)\C=C(/O)\c1ccsc1Cc2ccc(F)cc2,18000
CHEMBL436119,Cc1ccccc1Cn2cccc2\C=C\C(=C\C(=O)C(=O)O)\O,18000
CHEMBL262732,OC(=O)C(=O)\C=C(/O)\c1cc(I)cn1Cc2ccc(F)cc2,18000
CHEMBL194519,OC(=O)C(=O)\C=C(/O)\c1cccc(Oc2ccccc2)c1,19000
CHEMBL173718,CC(=Cc1nc2cc(ccc2n1C3CCCCC3)C(=O)O)C,19000
CHEMBL194300,OC(=O)C(=O)Nc1cccc(c1)\C(=C\C(=O)C(=O)O)\O,19000
CHEMBL364668,OCc1ccccc1c2ccc(\C=C(/NC(=O)c3ccccc3)\C(=O)O)s2,20000
CHEMBL195243,COc1ccccc1c2oc(\C=C(/NC(=O)c3ccccc3)\C(=O)O)cc2,20000
CHEMBL353546,OC(=O)c1ccc2c(c1)nc(C3CCCCC3)n2C4CCCCC4,20000
CHEMBL2021379,Nc1nc(O)c2ncn([C@@H]3O[C@H](CO)[C@H](O)[C@H]3O)c2n1,20000
CHEMBL360050,CC(C)CON1C(=O)C(=C(O)c2cccnc12)C3=NS(=O)(=O)c4ccccc4N3,20500
CHEMBL361368,CN(C)c1ncnc2nc(c3ccc(F)cc3)c(nc12)c4ccc(F)cc4,21000
CHEMBL194572,Cn1cc(cc1Cc2cccc(F)c2)\C(=C\C(=O)C(=O)O)\O,21000
CHEMBL305686,Nc1ncnc2c1ncn2[C@@H]3O[C@H](CO)C[C@H]3O,22000
CHEMBL193525,OC(=O)\C(=C\c1oc(cc1)c2ccc(OC(F)(F)F)cc2)\NC(=O)c3ccccc3,22000
CHEMBL66064,[O-][N+](=O)c1ccc(\C=C\2/SC(=S)NC2=O)cc1,22000
CHEMBL362625,Oc1ncnc2nc(c3ccccc3)c(nc12)c4ccc(cc4)[N+](=O)[O-],23000
CHEMBL213307,Cc1cccc(CCC2(CC(=O)CC(=O)O2)C3CCCC3)c1,23000
CHEMBL372984,OC(=O)C(=O)\C=C(/O)\c1cccn1Cc2ccccc2Cl,24000
CHEMBL321642,CCNC(=O)C1=CC(=O)C(=C(O1)C(=O)O)O,24000
CHEMBL426948,CCCCCOc1ccccc1C(=O)CC(=O)C(=O)O,25000
CHEMBL364460,OC(=O)\C(=C\c1oc(cc1)c2cccc(c2)[N+](=O)[O-])\NC(=O)c3ccccc3,25000
CHEMBL185682,OC(=O)c1sc(cc1NS(=O)(=O)c2ccccn2)c3ccccc3,25000
CHEMBL425754,Cc1cccc(\C=C\2/SC(=S)N(NS(=O)(=O)c3ccccc3)C2=O)c1,25000
CHEMBL180546,Fc1ccc(CCNc2ncnc3nc(c4ccc(F)cc4)c(nc23)c5ccc(F)cc5)cc1,26000
CHEMBL197118,OC(=O)C(=O)\C=C(/O)\c1cnc2cc(Cl)ccc2c1O,26000
CHEMBL194131,CSc1ccc(cc1)c2oc(\C=C(/NC(=O)c3ccccc3)\C(=O)O)cc2,27000
CHEMBL198878,OC(=O)C(=O)\C=C(/O)\c1cc2COc3ccc(F)cc3c2s1,27000
CHEMBL202133,OC1C(Cc2ccc(Cl)c(Cl)c2)SC(=S)N1NS(=O)(=O)c3ccccc3,27000
CHEMBL175174,NC(=O)c1ccc2c(c1)nc(c3ccccn3)n2C4CCCCC4,27000
CHEMBL72928,Nc1ncnc2c1ncn2[C@@H]3O[C@H](CO)[C@@H](F)[C@H]3O,28000
CHEMBL197721,OC(=O)C(=O)\C=C(/O)\c1cccc(c1)c2ccccc2,28000
CHEMBL446444,Cc1ccc(Cn2cccc2\C=C\C(=C\C(=O)C(=O)O)\O)cc1,28000
CHEMBL174838,OC(=O)c1ccc2c(c1)nc(c3cccnc3)n2C4CCCCC4,28000
CHEMBL193480,CC(C)c1ccccc1Oc2ccc(\C=C(/NC(=O)c3ccccc3)\C(=O)O)cc2,28000
CHEMBL175173,CNC(=O)c1ccc2c(c1)nc(c3ccccn3)n2C4CCCCC4,28000
CHEMBL371867,OC(=O)C(=O)\C=C(/O)\c1cccn1Cc2ccccc2,29000
CHEMBL361600,C1CCCC(CC1)Nc2ncnc3nc(c4ccccc4)c(nc23)c5ccccc5,29000
CHEMBL206047,CCCC1(CC(=O)O)CCCc2c1[nH]c3cc(F)cc(F)c23,30000
CHEMBL202494,CN1C(=S)S\C(=C/c2ccc(cc2)[N+](=O)[O-])\C1=O,30000
CHEMBL175095,OC(=O)C(=O)CC(=O)c1cccc(COc2ccccc2)c1,30000
CHEMBL181908,Oc1ncnc2nc(c3ccc(cc3)[N+](=O)[O-])c(nc12)c4ccccc4,30000
CHEMBL188277,COC(=O)c1nc(nc(O)c1O)c2ccc(Cl)cc2,30000
CHEMBL201533,O=C1N(NS(=O)(=O)c2ccccc2)C(=S)S/C/1=C\c3ccccc3,30000
CHEMBL199200,OC(=O)C(=O)\C=C(/O)\c1cccn1Cc2cccc(F)c2,30000
CHEMBL380801,OC(=O)C(=O)\C=C(/O)\c1cccc(Cc2cc(Br)cc(Br)c2)c1,32000
CHEMBL324883,CC(C)(C)OC(=O)C1=CC(=O)C(=C(O1)C(=O)O)O,36000
CHEMBL196211,COc1cccc(c1)\C(=C\C(=O)C(=O)O)\O,40000
CHEMBL199198,OC(=O)C(=O)\C=C(/O)\c1oc(cc1)c2ccc(F)c(Cl)c2,41000
CHEMBL199199,OC(=O)C(=O)\C=C(/O)\c1ccccc1OCc2ccccc2,44000
CHEMBL368481,OC(=O)C(=O)CC(=O)c1ccccc1OCc2ccccc2,44000
CHEMBL195087,CC(C)Oc1ccccc1Oc2ccc(\C=C(/NC(=O)c3ccccc3)\C(=O)O)cc2,44000
CHEMBL174053,OC(=O)c1ccc2c(c1)nc(C(=O)c3ccccc3)n2C4CCCCC4,44000
CHEMBL306299,C[C@@]1(O)[C@H](O)[C@@H](CO)O[C@H]1n2cnc3cnc(N)nc23,46000
CHEMBL73237,CO[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n2cnc3c(N)ncnc23,47000
CHEMBL174646,CCc1ccc(cc1)C(=O)CC(=O)C(=O)O,47000
CHEMBL195492,OC(=O)\C(=C\c1ccc(Oc2ccccc2C#N)cc1)\NC(=O)c3ccccc3,47000
CHEMBL198098,Cc1occ(C)c1\C(=C\C(=O)C(=O)O)\O,48000
CHEMBL193508,OC(=O)\C(=C\c1ccc(Oc2ccccc2c3ccccc3)cc1)\NC(=O)c4ccccc4,48000
CHEMBL214680,O=C1CC(=O)OC(CCc2ccccc2)(C1)C3CCCC3,48000
CHEMBL407691,Cc1ccc(s1)c2nc(O)c(O)c(n2)C(=O)O,48600
CHEMBL177588,OC(=O)c1ccc2c(c1)nc(c3ccccn3)n2C4CCCCCC4,49000
CHEMBL181491,CS(=O)(=O)c1nc(nc(C(=O)O)c1O)c2cccs2,49000
CHEMBL382966,OC(=O)C(=O)\C=C(/O)\c1cccc(OCc2ccc(cc2)c3ccccc3)c1,50000
CHEMBL194678,OC(=O)C(=O)\C=C(/O)\c1cccc(OCc2cccc(Oc3ccccc3)c2)c1,50000
CHEMBL359910,OC1=C(C(=O)N(C2CCCCC2)c3ncccc13)C4=NS(=O)(=O)c5ccccc5N4,50000
CHEMBL1090,Nc1ncnc2c1ncn2[C@@H]3O[C@H](CO)[C@@H](O)[C@@H]3O,50000
CHEMBL199039,OC(=O)C(=O)\C=C(/O)\c1occc1,50000
CHEMBL183018,COc1nc(nc(C(=O)O)c1O)c2cccs2,50000
CHEMBL177835,CC1CCC(CC1)n2c(nc3cc(ccc23)C(=O)O)c4ccccn4,50000
CHEMBL180951,COC(=O)C1CCCN1Nc2ncnc3nc(c4ccc(F)cc4)c(nc23)c5ccc(F)cc5,51000
CHEMBL109448,OC(=O)C1=C(O)C(=O)C=CO1,51000
CHEMBL215001,Oc1ccc(CCC2(CC(=O)CC(=O)O2)C3CCCCC3)cc1,52000
CHEMBL276969,OC(=O)CN(Cc1cccc(Br)c1)C(=O)c2ccc(Cl)cc2Cl,53000
CHEMBL180689,Oc1ncnc2nc(c3occc3)c(nc12)c4cocc4,58000
CHEMBL194900,Cc1oc(cc1)\C(=C\C(=O)C(=O)O)\O,58000
CHEMBL176038,OC(=O)c1ccc2c(c1)nc(c3oc4ccccc4c3)n2C5CCCCC5,58000
CHEMBL360256,OC1=C(C2=NS(=O)(=O)c3ccccc3N2)C(=O)N(OCc4ccccc4)c5ncccc15,58000
CHEMBL177701,CCOC(=O)c1nc2cc(ccc2n1C3CCCCC3)C(=O)O,62000
CHEMBL194460,OC(=O)C(=O)\C=C(/O)\c1ccc(Cc2ccc(F)cc2)s1,65000
CHEMBL363178,OC(=O)\C(=C\c1oc(cc1)c2cccc(OC(F)(F)F)c2)\NC(=O)c3ccccc3,66000
CHEMBL181773,Fc1ccc(cc1)c2nc3ncnc(N4CCCCC4)c3nc2c5ccc(F)cc5,68000
CHEMBL196421,OC(=O)C(=O)\C=C(/O)\c1ccc(Cc2ccccc2)s1,68000
CHEMBL206511,OC(=O)C1=C(O)C(=O)N(CC=C)C(=N1)c2sccc2[N+](=O)[O-],69300
CHEMBL181882,CCCCOCCCNc1ncnc2nc(c3ccc(F)cc3)c(nc12)c4ccc(F)cc4,73000
CHEMBL372498,OC(=O)\C(=C\c1ccc(Oc2ccccc2[N+](=O)[O-])cc1)\NC(=O)c3ccccc3,73000
CHEMBL196042,OC(=O)C(=O)\C=C(/O)\c1ccc(Cc2cccc(F)c2)s1,74000
CHEMBL175685,OC(=O)c1ccc2c(c1)nc(c3ccccn3)n2C4CCC4,76000
CHEMBL214165,COc1ccc(cc1)c2nc(\C=C\C(=O)O)cn2C3CCCCC3,77300
CHEMBL205086,OC(=O)C1=C(O)C(=O)N(Cc2ccccc2)C(=N1)c3sccc3[N+](=O)[O-],79300
CHEMBL426244,COc1ccccc1CCNc2ncnc3nc(c4ccc(F)cc4)c(nc23)c5ccc(F)cc5,80000
CHEMBL372675,OC(=O)C(=O)\C=C(/O)\c1ccsc1Cc2cccc(F)c2,80000
CHEMBL197953,CCCCS(=O)(=O)N1CCCC(Cc2ccc(Cl)cc2)(C1)\C(=C\C(=O)C(=O)O)\O,81400
CHEMBL198005,OC(=O)C(=O)\C=C(/O)\c1ccc(Cc2cccc(Cl)c2)s1,82000
CHEMBL364520,OC(=O)C(=O)\C=C(/O)\c1cccc(c1)N2CCCC2,84000
CHEMBL182741,CCCCOCCCNc1ncnc2nc(c3ccccc3)c(nc12)c4ccccc4,87000
CHEMBL421353,OC(=O)C(=O)\C=C(/O)\c1cccn1Cc2ccc(F)cc2,93000
CHEMBL215925,Oc1ccc(CCC2(CC(=O)CC(=O)O2)C3CCC3)cc1,93000
CHEMBL178067,Cc1cc(C)c(c(C)c1)c2nc3cc(ccc3n2C4CCCCC4)C(=O)O,120000
CHEMBL175762,CCC(CC)n1c(nc2cc(ccc12)C(=O)O)c3ccccn3,139000
CHEMBL197882,Cc1sc(cc1\C(=C\C(=O)C(=O)O)\O)c2ccccc2,167000
CHEMBL177122,OC(=O)c1ccc2c(c1)ncn2C3CCCCC3,186000
CHEMBL175454,OC(=O)c1ccc2c(c1)nc(c3ccccn3)n2c4ccccc4,360000
CHEMBL369640,CC(C)n1c(nc2cc(ccc12)C(=O)O)c3ccccn3,408000
